village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V22015,Village_2015,District_21,Madhya Pradesh,24.827775,83.652935,17.16,4.33,2887.0,14.71,23.04,985.0,58.4,1953,478,1189310.0,181462.0,54574.0,True,67.68,16.9,4.49,12.31,133.94,True,16,238604.0,755.54,35189918.0,450460.0,17.71,83.06,878251.0,8.93,0.61,20,40.29
V22016,Village_2016,District_5,Rajasthan,33.327341,70.413322,7.32,5.54,2260.0,14.44,27.91,1461.0,55.23,7786,1554,3765254.0,2039340.0,227469.0,True,84.33,8.36,9.33,6.23,5.38,False,2,8421.0,1000.0,65854804.0,2237183.0,20.65,84.04,1754602.0,8.92,0.89,21,58.33
V22017,Village_2017,District_1,Karnataka,16.537601,86.382817,19.3,5.11,2427.0,5.32,19.84,805.0,25.0,22591,5837,14220555.0,3070396.0,1621975.0,True,72.75,22.5,39.42,11.6,135.94,False,14,244311.0,1000.0,50414275.0,975844.0,16.43,83.18,1274501.0,6.27,0.51,23,58.67
V22018,Village_2018,District_25,Telangana,31.247802,96.043348,17.65,6.23,2259.0,16.78,29.44,1496.0,34.54,7692,1738,3367162.0,1824458.0,293311.0,True,86.5,15.27,19.36,6.73,81.17,True,11,115185.0,1000.0,74996591.0,1368144.0,22.45,83.38,2128282.0,6.01,0.68,24,62.59
V22019,Village_2019,District_15,Maharashtra,12.684885,73.445952,27.0,5.27,2290.0,13.5,22.95,129.0,47.8,2572,470,1376647.0,400764.0,104360.0,True,71.72,9.39,37.14,11.85,6.58,True,3,11569.0,851.81,46166108.0,494004.0,21.67,91.04,1616246.0,5.16,0.61,25,55.27
V22020,Village_2020,District_1,Telangana,24.729179,92.282901,30.19,4.55,2954.0,5.06,20.24,866.0,57.58,6156,1197,3648123.0,618770.0,358046.0,False,0.0,7.95,70.25,34.87,60.58,True,11,100870.0,1000.0,66239525.0,2239427.0,19.35,82.14,1319805.0,6.17,0.73,24,67.37
V22021,Village_2021,District_20,Rajasthan,33.287914,82.478073,43.69,4.96,3158.0,25.01,34.61,1593.0,46.6,11648,3243,6924526.0,2906719.0,553983.0,True,74.52,18.98,36.99,4.8,58.57,False,16,94528.0,1000.0,72364796.0,1744851.0,23.38,83.34,1763772.0,6.77,0.36,20,55.23
V22022,Village_2022,District_22,Uttar Pradesh,28.546127,77.723328,51.95,6.37,2547.0,24.12,32.21,1155.0,14.46,32270,7915,17358950.0,8786640.0,1914461.0,False,0.0,3.07,192.46,3.69,20.53,False,14,27225.0,1000.0,64054408.0,2294938.0,22.81,77.57,2056939.0,4.63,0.56,24,90.22
V22023,Village_2023,District_13,Uttar Pradesh,32.788755,73.929712,24.56,5.68,2529.0,19.02,19.67,570.0,40.93,41346,10824,22689719.0,10646757.0,2450560.0,True,72.2,18.26,52.26,2.3,55.24,False,8,84950.0,1000.0,57728060.0,2137918.0,17.63,81.41,1487789.0,4.62,0.52,25,65.89
V22024,Village_2024,District_10,Telangana,23.38556,93.115143,47.98,5.77,2220.0,26.51,22.99,926.0,21.98,3790,798,2025730.0,392078.0,115610.0,True,76.16,16.6,56.78,6.39,120.82,False,19,172140.0,1000.0,69688857.0,1424723.0,17.62,86.47,1604390.0,7.17,0.91,24,57.1
V22025,Village_2025,District_5,Maharashtra,34.687379,81.934046,36.93,5.38,2689.0,30.99,24.04,693.0,42.13,6678,1490,2314129.0,459970.0,224412.0,False,0.0,4.18,47.12,6.73,128.43,False,7,224939.0,1000.0,54214992.0,904038.0,20.85,77.27,1581838.0,7.06,0.65,25,73.89
V22026,Village_2026,District_12,Tamil Nadu,24.917941,85.568359,58.79,4.97,2388.0,21.93,28.05,450.0,41.78,35312,9504,17575897.0,4578698.0,1223499.0,False,0.0,2.89,202.17,16.15,35.04,False,8,60842.0,1000.0,48611890.0,881486.0,21.78,79.32,1566967.0,4.94,0.66,20,77.19
V22027,Village_2027,District_24,Karnataka,26.872442,94.969753,38.08,4.81,2571.0,31.51,27.37,741.0,19.65,17402,4224,8632707.0,2188359.0,440399.0,False,0.0,7.78,194.07,30.79,69.48,False,15,103836.0,1000.0,53196416.0,1820776.0,23.47,84.7,1745036.0,6.77,0.41,23,74.08
V22028,Village_2028,District_27,Tamil Nadu,21.480845,85.209464,11.32,5.59,3168.0,20.51,33.58,629.0,31.01,24990,5837,15486342.0,6678569.0,693967.0,True,68.77,19.56,7.73,1.09,94.93,False,10,118464.0,1000.0,53320031.0,1697541.0,17.4,76.05,1349967.0,5.68,0.99,22,64.67
V22029,Village_2029,District_7,Bihar,32.019961,74.931965,11.68,5.92,2884.0,26.18,22.78,1114.0,22.27,27704,7169,11246257.0,4236313.0,1153601.0,True,91.7,20.14,43.3,7.78,138.93,False,1,218269.0,1000.0,51528592.0,1416850.0,20.98,76.57,1735596.0,8.94,0.68,25,63.48
V22030,Village_2030,District_12,Tamil Nadu,10.511689,95.064269,9.99,5.19,2590.0,23.67,29.97,1352.0,41.86,36815,8065,15749958.0,5043631.0,528887.0,False,0.0,4.7,187.02,21.97,36.59,False,8,54933.0,1000.0,53322212.0,2107700.0,16.33,86.87,1343650.0,7.92,0.64,21,79.75
V22031,Village_2031,District_14,Andhra Pradesh,16.499466,90.260398,2.54,4.68,3046.0,33.62,27.64,372.0,13.86,43741,11945,14530637.0,6346917.0,754149.0,True,98.63,19.53,15.78,7.0,130.63,False,14,207971.0,1000.0,74688849.0,2729924.0,17.19,88.14,1294070.0,4.76,0.63,21,49.18
V22032,Village_2032,District_17,Andhra Pradesh,8.88486,68.323534,15.68,4.44,2579.0,28.01,34.62,533.0,20.43,24566,5594,11639605.0,4988237.0,427211.0,True,98.7,19.5,5.86,13.25,83.92,False,16,129571.0,1000.0,49449051.0,897390.0,23.38,76.73,1453636.0,6.92,0.75,25,46.67
V22033,Village_2033,District_12,Rajasthan,26.160778,73.027466,9.31,4.87,3036.0,15.39,33.0,268.0,20.86,28018,6764,10241130.0,3880909.0,1067757.0,True,87.73,20.8,25.79,13.04,123.14,True,8,201082.0,1000.0,63841907.0,1440578.0,17.98,76.33,1219767.0,6.16,0.59,25,52.71
V22034,Village_2034,District_19,Andhra Pradesh,31.180981,71.015399,32.26,4.52,3294.0,14.73,18.81,302.0,45.67,3778,746,1685970.0,416719.0,127526.0,False,0.0,5.63,158.23,16.05,31.51,False,15,46042.0,1000.0,72411502.0,2037938.0,20.05,84.32,1394589.0,6.85,0.5,24,65.91
V22035,Village_2035,District_20,Rajasthan,24.594459,94.354007,49.74,4.38,3158.0,33.64,32.99,1282.0,12.25,41168,7730,22053615.0,4651794.0,798356.0,True,75.72,9.12,21.57,13.79,135.12,False,17,195217.0,1000.0,50617626.0,1390173.0,20.3,83.19,1349908.0,5.48,0.99,24,52.71
V22036,Village_2036,District_1,Tamil Nadu,12.512477,85.655376,28.42,4.7,2413.0,10.21,22.04,609.0,50.58,6687,1262,3050766.0,1058872.0,213031.0,True,81.15,13.0,20.11,0.72,4.82,False,18,7029.0,1000.0,64989668.0,2402385.0,22.0,82.04,1548136.0,4.51,0.47,21,49.46
V22037,Village_2037,District_1,Karnataka,33.755416,87.693714,30.67,5.87,3020.0,19.09,19.35,957.0,52.08,31866,5805,15644417.0,4268319.0,1044287.0,True,85.44,16.45,8.21,13.56,56.38,False,13,73283.0,1000.0,70230103.0,1124975.0,16.22,84.52,1468626.0,6.14,0.3,22,63.78
V22038,Village_2038,District_21,Maharashtra,23.010277,95.127523,45.98,5.78,2350.0,29.87,34.85,932.0,35.33,22432,6240,14267507.0,4067263.0,1319234.0,True,93.52,23.45,47.37,8.3,38.78,False,19,58890.0,1000.0,67810098.0,2193007.0,18.91,79.05,1576827.0,7.67,0.51,22,60.47
V22039,Village_2039,District_25,Gujarat,21.610698,76.857653,54.76,5.81,2342.0,8.11,20.39,471.0,34.74,13119,3577,7140641.0,1889658.0,731516.0,True,81.54,20.46,66.73,6.79,94.12,False,0,118501.0,1000.0,59143026.0,1039681.0,16.97,79.96,1438777.0,8.07,0.55,25,62.1
V22040,Village_2040,District_29,Andhra Pradesh,24.494762,77.625185,16.81,5.8,3175.0,20.88,33.95,1354.0,33.27,40300,9121,18045179.0,4964805.0,1188198.0,True,81.07,23.29,24.87,2.11,55.92,False,4,83831.0,1000.0,45729008.0,1555819.0,23.39,82.92,2052959.0,4.89,0.44,21,65.69
V22041,Village_2041,District_16,Rajasthan,29.481999,73.925584,4.1,5.42,2613.0,23.01,29.79,796.0,53.46,39552,7499,15416263.0,6355928.0,1485148.0,True,85.78,12.27,12.75,10.65,132.0,False,10,217263.0,1000.0,65419456.0,728934.0,19.74,85.29,1665357.0,6.77,0.77,24,60.09
V22042,Village_2042,District_13,Tamil Nadu,21.875602,95.540708,49.97,4.99,2610.0,13.66,21.26,1053.0,17.25,44313,9601,28998899.0,14310404.0,2543857.0,True,96.21,14.41,4.73,8.31,138.97,False,15,238266.0,1000.0,54452864.0,1567305.0,19.06,91.56,1589250.0,8.94,0.72,20,54.73
V22043,Village_2043,District_6,Uttar Pradesh,10.894167,82.947034,47.84,6.14,2592.0,12.25,18.08,240.0,48.93,38611,8627,23525445.0,10370881.0,946072.0,True,95.24,15.67,18.89,13.49,28.46,False,5,48627.0,1000.0,73813502.0,2303607.0,16.05,86.21,1550472.0,6.55,0.53,25,64.57
V22044,Village_2044,District_26,Madhya Pradesh,33.324551,87.084878,33.89,5.24,2982.0,29.04,32.35,1232.0,19.95,12018,3424,4386684.0,1862217.0,134908.0,True,79.41,12.6,74.25,0.98,103.77,False,12,135381.0,1000.0,45903210.0,1009543.0,18.63,85.91,1530561.0,8.5,0.75,22,57.32
V22045,Village_2045,District_4,Andhra Pradesh,12.001806,83.10478,31.85,6.16,2853.0,7.77,32.0,396.0,37.01,29664,5916,16687350.0,4926978.0,1858048.0,True,94.95,8.85,58.73,8.88,30.66,False,19,47473.0,1000.0,57990439.0,1524941.0,21.88,90.84,2234437.0,6.97,0.92,25,65.4
V22046,Village_2046,District_7,Maharashtra,20.63093,81.345337,57.71,6.16,2995.0,8.65,34.2,786.0,56.04,5995,1206,3661282.0,863892.0,253372.0,True,65.89,12.67,70.53,2.9,81.28,False,3,141597.0,1000.0,62916708.0,2085847.0,21.6,82.76,2009638.0,6.58,0.53,23,66.62
V22047,Village_2047,District_15,Rajasthan,17.611878,68.325984,6.75,4.4,2633.0,24.13,32.48,1163.0,47.49,1397,306,566970.0,181475.0,60325.0,True,69.26,15.8,64.8,7.24,40.82,False,15,58031.0,482.52,31743898.0,454066.0,19.63,76.08,578658.0,5.44,0.63,25,41.9
V22048,Village_2048,District_17,Rajasthan,23.674331,78.862457,40.59,5.24,3020.0,16.83,21.57,801.0,27.9,35960,8014,18467051.0,9157288.0,962661.0,True,85.23,13.56,73.18,9.74,13.93,False,10,19193.0,1000.0,51209912.0,1367141.0,23.42,76.06,1703481.0,6.61,0.85,24,59.16
V22049,Village_2049,District_18,Telangana,12.297297,94.834388,9.22,5.3,2750.0,6.89,32.39,1413.0,29.03,41276,8413,26053542.0,5839237.0,1319413.0,True,76.61,8.7,48.02,11.43,47.54,False,10,84181.0,1000.0,58942360.0,1549913.0,20.2,80.7,1576753.0,8.38,0.52,21,62.22
V22050,Village_2050,District_8,Gujarat,28.909257,89.699704,1.35,5.46,2365.0,14.26,26.21,1117.0,40.65,26421,7091,12926162.0,2876061.0,850279.0,False,0.0,10.35,94.14,5.71,61.03,False,14,106088.0,1000.0,51405891.0,1919560.0,16.73,77.6,1293639.0,4.63,0.43,25,80.48
V22051,Village_2051,District_8,Uttar Pradesh,27.120367,77.978796,50.42,4.47,2732.0,9.3,33.08,1427.0,40.36,18938,5043,11897340.0,3090624.0,608871.0,True,73.27,18.54,44.69,14.48,142.51,False,10,204716.0,1000.0,47246000.0,935052.0,19.6,80.08,1280414.0,4.59,0.63,25,51.64
V22052,Village_2052,District_7,Uttar Pradesh,10.741916,74.746447,23.2,6.05,2309.0,7.5,31.87,282.0,25.64,19102,4227,10396859.0,2548160.0,862496.0,True,83.45,10.4,47.91,1.51,25.73,False,3,40842.0,1000.0,71714147.0,2447715.0,23.09,90.54,2308249.0,5.31,0.52,22,65.07
V22053,Village_2053,District_10,Tamil Nadu,10.09228,90.879572,24.21,4.72,2766.0,33.72,21.21,1022.0,10.05,12349,3112,7943538.0,3603414.0,812827.0,True,65.47,21.34,44.91,14.03,99.44,False,14,159779.0,1000.0,51716734.0,1526423.0,19.94,86.23,1481114.0,6.21,0.91,24,55.26
V22054,Village_2054,District_20,Andhra Pradesh,10.752384,75.783576,8.44,6.36,3176.0,11.16,19.08,1569.0,31.61,28081,6046,14188077.0,5196376.0,821154.0,True,86.97,14.92,18.63,5.89,115.25,True,7,184723.0,1000.0,71151019.0,1446913.0,20.29,76.74,1807273.0,4.72,0.99,25,67.36
V22055,Village_2055,District_7,Gujarat,25.14563,95.218628,54.64,5.68,2457.0,7.69,19.43,1197.0,34.87,38501,10706,16232008.0,6483640.0,1222531.0,True,70.19,13.0,73.93,6.29,81.04,False,19,129871.0,1000.0,59508876.0,1862471.0,21.32,81.76,1806922.0,7.02,0.62,23,66.97
V22056,Village_2056,District_1,Madhya Pradesh,31.242977,88.397107,24.97,5.06,2219.0,28.87,27.6,1572.0,43.85,8336,1569,4688822.0,1258934.0,487201.0,True,67.21,18.72,33.17,6.83,74.73,False,2,126257.0,1000.0,46749193.0,923874.0,19.48,87.14,1567545.0,8.95,0.34,24,58.0
V22057,Village_2057,District_20,Bihar,24.340733,87.936867,26.34,4.82,2475.0,25.55,25.98,1238.0,38.31,21768,4014,9864363.0,4159958.0,876811.0,True,84.43,15.13,7.34,4.98,102.87,True,15,174218.0,1000.0,46676790.0,716860.0,17.27,81.9,1244188.0,8.51,0.48,20,53.55
V22058,Village_2058,District_30,Rajasthan,33.868613,72.549355,59.49,6.18,2515.0,34.28,19.63,1237.0,19.95,41432,10724,22857215.0,3950222.0,1845767.0,True,82.35,14.76,78.29,1.94,35.22,False,3,43488.0,1000.0,71126597.0,2261614.0,21.37,77.04,1856830.0,4.62,0.93,23,68.2
V22059,Village_2059,District_23,Gujarat,26.991457,94.429432,18.56,5.59,2287.0,10.68,24.25,1749.0,22.21,5002,1202,3231895.0,838336.0,115845.0,False,0.0,2.17,92.04,13.46,77.09,False,18,131547.0,1000.0,63073032.0,1407186.0,20.67,85.19,1796403.0,8.1,0.52,25,77.34
V22060,Village_2060,District_22,Rajasthan,17.222793,75.04549,12.65,5.69,2223.0,8.27,22.29,665.0,21.49,7745,1742,3536782.0,1271643.0,202149.0,True,93.13,15.56,37.52,12.93,128.48,False,9,155179.0,1000.0,73725485.0,2643848.0,22.84,81.53,1933698.0,5.51,0.62,22,55.19
V22061,Village_2061,District_12,Uttar Pradesh,20.268517,85.776602,8.93,4.44,2822.0,27.01,21.39,1710.0,55.11,20970,4784,12521471.0,4155942.0,497092.0,True,86.67,23.55,31.16,6.38,136.27,False,1,208791.0,1000.0,64259551.0,855473.0,21.33,75.96,1312870.0,6.93,0.43,23,48.47
V22062,Village_2062,District_9,Gujarat,30.305224,96.746793,6.74,5.02,2407.0,29.91,30.66,617.0,56.7,5512,1381,2673188.0,490837.0,185757.0,True,80.22,15.9,58.6,8.83,38.5,True,1,66203.0,1000.0,57284465.0,1189295.0,17.33,85.81,1362395.0,6.45,0.9,21,51.92
V22063,Village_2063,District_20,Maharashtra,29.873541,90.569831,58.86,5.6,3157.0,11.81,27.66,103.0,53.32,24317,6630,13820514.0,3632289.0,831296.0,False,0.0,2.89,234.95,9.43,35.19,True,15,46394.0,1000.0,48940009.0,1700147.0,17.83,81.64,1487665.0,4.58,0.64,25,81.99
V22064,Village_2064,District_19,Uttar Pradesh,28.263782,91.918324,33.21,4.67,2857.0,11.45,30.99,1018.0,27.07,19537,4589,11231909.0,2591146.0,691125.0,True,86.43,13.74,29.1,2.6,103.7,True,0,167683.0,1000.0,74809782.0,1940676.0,22.26,85.27,1617712.0,5.5,0.69,20,50.36
V22065,Village_2065,District_23,Karnataka,24.511629,72.008429,46.78,6.1,2319.0,9.08,33.83,900.0,51.97,19869,4549,9329844.0,2086513.0,351150.0,False,0.0,4.5,184.41,4.69,137.09,False,4,208889.0,1000.0,61848438.0,886581.0,17.38,76.09,1472211.0,5.45,0.5,20,85.49
V22066,Village_2066,District_2,Gujarat,26.481837,92.12215,1.27,4.52,2885.0,13.27,18.37,1459.0,41.53,8383,1721,2961297.0,1435886.0,236981.0,True,98.16,21.79,53.92,5.01,113.48,False,10,178722.0,1000.0,72863164.0,1488488.0,23.37,79.48,1532209.0,6.41,0.87,22,42.34
V22067,Village_2067,District_8,Andhra Pradesh,12.559018,71.756322,29.33,5.22,2410.0,17.84,24.3,130.0,33.13,32497,6369,18585681.0,9047249.0,2159516.0,True,87.02,12.95,79.83,10.94,87.37,False,6,110789.0,1000.0,69155621.0,1578717.0,22.09,85.22,1793373.0,6.34,0.32,20,57.55
V22068,Village_2068,District_20,Gujarat,11.589518,69.865301,51.54,5.05,2386.0,22.43,23.76,1320.0,24.93,44992,9036,27444952.0,14799408.0,1253784.0,True,69.95,12.28,9.08,6.94,59.01,True,19,79602.0,1000.0,63787435.0,1969669.0,22.06,87.73,1783643.0,5.8,0.45,22,61.13
V22069,Village_2069,District_28,Gujarat,15.985689,73.126914,39.88,6.37,2325.0,34.62,28.37,119.0,40.36,38592,10057,21167989.0,8012521.0,1043284.0,False,0.0,11.63,163.18,34.46,6.41,False,6,10437.0,1000.0,69332780.0,952459.0,16.31,82.15,1557628.0,8.21,0.73,20,91.11
V22070,Village_2070,District_26,Andhra Pradesh,11.043273,95.190828,53.99,4.97,2892.0,16.87,33.78,301.0,48.17,15037,3637,6628204.0,2366345.0,637779.0,False,0.0,2.16,137.89,29.63,20.71,True,16,37021.0,1000.0,54845370.0,1737522.0,21.32,75.99,1469477.0,7.77,0.77,20,75.32
V22071,Village_2071,District_23,Telangana,26.808561,74.282078,51.49,4.92,2958.0,32.83,33.26,1166.0,17.49,32896,8857,12979179.0,5372914.0,1118043.0,True,67.11,12.57,63.88,2.02,83.89,False,17,114622.0,1000.0,67731669.0,911372.0,16.14,81.86,1186324.0,8.47,0.6,20,59.46
V22072,Village_2072,District_25,Uttar Pradesh,21.763387,96.568155,2.24,4.49,2900.0,16.01,28.71,1328.0,26.22,37386,8226,19128174.0,7221784.0,654366.0,True,69.76,15.39,54.35,10.05,3.6,False,10,5091.0,1000.0,57618733.0,686565.0,17.09,89.77,1257137.0,8.28,0.71,23,55.66
V22073,Village_2073,District_29,Uttar Pradesh,24.233476,83.276441,10.09,6.12,2562.0,20.96,24.74,151.0,50.52,8784,1934,4390373.0,1428773.0,312990.0,True,87.73,12.76,20.62,3.35,84.26,False,11,109900.0,1000.0,45116682.0,1609460.0,22.43,89.9,2252181.0,7.18,0.78,23,63.69
V22074,Village_2074,District_4,Uttar Pradesh,19.757933,81.180674,22.99,6.04,2664.0,22.61,32.18,164.0,30.19,44530,10769,17133391.0,7505301.0,722932.0,True,70.79,20.12,66.47,14.31,137.06,True,9,199822.0,1000.0,58543795.0,1702717.0,23.08,79.69,2027400.0,5.51,0.74,23,70.29
V22075,Village_2075,District_24,Gujarat,19.159921,93.887794,49.94,4.53,2243.0,28.92,29.02,684.0,52.94,42267,8281,16997089.0,9095612.0,1350094.0,True,69.67,15.19,43.21,14.48,101.2,False,18,174604.0,1000.0,45783562.0,994551.0,20.45,85.34,1442803.0,7.67,0.46,25,56.61
V22076,Village_2076,District_5,Bihar,19.220071,82.989254,14.57,4.45,2739.0,28.13,26.93,518.0,36.5,10594,2182,3980706.0,1661346.0,176924.0,True,86.28,22.19,2.39,1.27,42.62,True,2,60273.0,1000.0,49364161.0,1840091.0,20.35,80.04,1322801.0,6.86,0.34,21,47.3
V22077,Village_2077,District_14,Maharashtra,34.631917,79.782695,45.64,4.88,2869.0,8.41,24.42,1373.0,55.56,9475,1819,5236570.0,1804721.0,322081.0,False,0.0,3.52,177.25,19.39,149.33,False,15,212490.0,1000.0,60114366.0,2269107.0,20.39,79.11,1436585.0,8.35,0.83,24,71.93
V22078,Village_2078,District_20,Telangana,21.853027,71.323371,35.67,5.52,2419.0,8.24,25.21,283.0,54.37,17102,3455,8695576.0,4161338.0,514561.0,False,0.0,9.32,131.63,28.66,119.73,False,11,173713.0,1000.0,73359570.0,2246753.0,19.7,79.66,1580915.0,5.69,0.44,24,79.57
V22079,Village_2079,District_11,Rajasthan,22.542881,73.968583,51.22,5.12,2279.0,7.25,31.76,143.0,33.34,27048,6070,16890519.0,4478513.0,604486.0,True,78.12,14.48,48.79,9.75,116.58,False,16,200082.0,1000.0,68767108.0,2135661.0,19.38,90.5,1638835.0,5.47,0.94,24,57.79
V22080,Village_2080,District_9,Andhra Pradesh,8.757327,69.136351,7.65,6.16,2368.0,31.05,24.24,818.0,58.26,28530,5901,15663717.0,6746008.0,498310.0,False,0.0,3.17,233.01,18.26,48.28,False,1,77451.0,1000.0,58577373.0,1510537.0,20.94,84.09,1979541.0,8.7,0.31,21,89.21
V22081,Village_2081,District_8,Uttar Pradesh,26.550346,86.225891,10.36,6.12,2900.0,8.51,20.75,1540.0,13.53,26090,6543,10435998.0,5548190.0,540780.0,True,83.5,11.42,45.52,12.53,83.06,False,11,110923.0,1000.0,62460674.0,1639604.0,23.67,75.5,1995995.0,6.98,0.56,20,66.83
V22082,Village_2082,District_28,Bihar,23.764407,78.208841,47.09,5.24,2995.0,16.3,19.3,852.0,46.78,12497,2367,6309720.0,1814687.0,680236.0,True,89.71,10.12,11.19,11.47,65.89,True,8,87628.0,1000.0,73735878.0,1951950.0,18.6,87.83,1562248.0,6.18,0.71,20,53.95
V22083,Village_2083,District_1,Maharashtra,10.054317,71.613169,29.48,5.99,2687.0,30.95,26.74,606.0,56.08,11057,2754,6430559.0,2051960.0,356851.0,True,98.78,19.28,35.33,2.26,58.1,False,1,72946.0,1000.0,59461787.0,1597016.0,22.38,86.26,2110373.0,7.73,0.72,25,59.98
V22084,Village_2084,District_18,Bihar,31.931325,80.73762,50.15,6.0,2423.0,13.46,31.5,1573.0,11.69,38211,8587,14832053.0,4251678.0,447676.0,True,83.15,23.28,47.88,0.44,43.18,False,19,52721.0,1000.0,58469555.0,2193042.0,22.09,81.09,1961450.0,8.03,0.89,20,67.44
V22085,Village_2085,District_4,Madhya Pradesh,15.555297,84.816743,5.35,5.86,2330.0,33.65,33.06,1522.0,50.72,39885,9046,21916632.0,8889873.0,2206616.0,True,98.75,17.26,31.09,10.29,106.06,True,6,131647.0,1000.0,49683243.0,1917669.0,22.06,78.21,1845136.0,6.62,0.47,20,62.01
V22086,Village_2086,District_17,Rajasthan,26.906671,69.698528,23.11,4.99,3215.0,20.61,27.93,672.0,46.63,40622,10567,19464517.0,3038189.0,1562005.0,False,0.0,4.6,171.09,17.8,148.61,False,11,204358.0,1000.0,72248137.0,2660413.0,23.35,86.69,1843399.0,7.49,0.41,20,77.78
V22087,Village_2087,District_23,Andhra Pradesh,24.026359,74.697503,53.13,4.43,3249.0,27.1,30.72,1582.0,36.58,33247,9003,11397065.0,4768366.0,930103.0,True,83.57,21.77,78.53,11.57,141.55,False,19,225059.0,1000.0,48721468.0,1940571.0,16.35,81.09,1071894.0,4.55,0.64,21,49.82
V22088,Village_2088,District_23,Andhra Pradesh,34.589137,89.116682,31.4,6.18,2636.0,30.05,28.36,1244.0,35.81,8087,1942,2815373.0,1097499.0,266666.0,True,98.95,14.39,52.21,4.91,95.49,False,9,141092.0,1000.0,73970973.0,2425557.0,18.4,90.82,1884737.0,5.72,0.44,24,58.31
V22089,Village_2089,District_6,Andhra Pradesh,30.66395,91.534007,22.98,5.0,3210.0,24.2,21.46,492.0,55.33,2811,658,1568616.0,843279.0,77246.0,True,91.48,8.5,5.15,13.08,117.76,False,8,146620.0,1000.0,72130410.0,1639234.0,20.31,90.04,1668700.0,4.93,0.89,20,44.35
V22090,Village_2090,District_27,Telangana,31.663981,74.231349,55.66,6.14,2927.0,15.2,27.11,155.0,52.15,33606,8350,18632429.0,6519800.0,812168.0,True,82.64,23.76,5.44,9.16,53.48,False,4,78729.0,1000.0,71066307.0,1210011.0,17.26,78.62,1520565.0,8.17,0.72,22,67.67
V22091,Village_2091,District_10,Madhya Pradesh,12.981091,73.10273,12.64,4.94,2575.0,29.81,33.68,469.0,27.13,27736,7242,14817257.0,4149202.0,1675922.0,True,84.63,20.54,23.27,14.33,143.51,False,2,231163.0,1000.0,63369574.0,1569356.0,19.87,89.35,1600598.0,6.52,0.71,21,54.73
V22092,Village_2092,District_14,Uttar Pradesh,27.911611,82.109799,9.35,5.9,2232.0,27.06,28.88,399.0,25.08,15344,4083,5698052.0,3102775.0,354215.0,True,83.52,22.62,70.7,1.68,80.39,False,5,111320.0,1000.0,72375538.0,2506599.0,19.76,77.16,1641701.0,5.74,0.34,25,62.1
V22093,Village_2093,District_28,Tamil Nadu,32.412631,76.893496,18.7,5.38,3205.0,16.93,33.15,920.0,24.33,32269,7624,19126695.0,6869062.0,2200991.0,True,72.61,11.92,28.39,4.65,49.5,False,17,80918.0,1000.0,46166544.0,1213710.0,16.67,80.15,1311850.0,5.61,0.31,23,62.66
V22094,Village_2094,District_17,Madhya Pradesh,34.594478,85.157612,16.05,4.37,2586.0,32.17,24.68,1528.0,21.41,18022,4749,5955738.0,2094323.0,288373.0,False,0.0,2.08,236.64,10.7,70.82,True,19,108355.0,1000.0,49309041.0,1057565.0,18.9,90.31,1361263.0,6.88,0.91,22,69.48
V22095,Village_2095,District_26,Maharashtra,28.810427,73.269368,13.07,5.09,3296.0,19.1,21.71,996.0,30.75,14616,2909,5360668.0,1735298.0,507674.0,True,69.52,14.14,32.18,11.99,23.33,False,13,32485.0,1000.0,46400007.0,1484543.0,23.66,79.65,1750577.0,5.75,0.42,23,59.08
V22096,Village_2096,District_3,Andhra Pradesh,13.169218,89.168624,41.62,6.15,2396.0,34.14,24.08,843.0,15.76,1721,480,1094449.0,288084.0,62153.0,False,0.0,9.74,117.22,29.5,89.09,False,8,142511.0,881.06,51725210.0,964336.0,18.85,85.77,1598786.0,8.61,0.83,24,77.09
V22097,Village_2097,District_26,Tamil Nadu,21.959738,81.448157,35.79,4.99,2702.0,17.45,18.85,407.0,28.72,5836,1368,3748536.0,1458445.0,371413.0,False,0.0,8.59,215.8,26.56,4.46,False,11,6875.0,1000.0,62085243.0,1887409.0,19.24,83.73,1467066.0,6.43,0.39,23,72.61
V22098,Village_2098,District_28,Uttar Pradesh,9.586732,70.004023,20.86,4.9,2372.0,11.16,23.02,1469.0,21.76,27068,5303,12272104.0,5304383.0,1107289.0,True,92.23,10.19,28.01,13.92,91.92,True,11,152539.0,1000.0,58772268.0,727371.0,20.44,90.89,1661330.0,5.55,0.6,21,52.43
V22099,Village_2099,District_5,Karnataka,24.105702,95.050129,10.01,4.73,2988.0,32.15,34.98,404.0,21.54,29128,5443,13751045.0,2509435.0,1008134.0,True,81.29,14.26,31.48,14.31,64.16,True,2,86037.0,1000.0,71567257.0,1018900.0,17.97,77.67,1204829.0,8.39,0.67,21,53.8
